,title,company name,link,date listed,salary,job description,Partially visually impaired,Hearing Impaired,LV,HI,MPD,PD,CP
586,Administration Executive,Dance Runway Pte Ltd,sg.indeed.com/company/Dance-Runway-Pte-Ltd/jobs/Administration-Executive-98c5438b3365625c?fccid=f701f101f7827860&vjs=3,Posted4 days ago,$8 - $10 an hour,"Part-time hours: min 16 per week.
All dance instructors are certified and have versatile experience in teaching and performing both locally and internationally.",,,1,1,1,1,1
587,Administrative Executive,Belief Alliance Organisation Pte Ltd,sg.indeed.com/company/Belief-Alliance/jobs/Administrative-Executive-b5a7ae4f74954d48?fccid=c237a5cfd66dd76b&vjs=3,EmployerActive 11 days ago,"$1,800 - $2,500 a month","The position supports a variety of administrative and clerical tasks, assisting in daily operations needs and any other operations administrative activities.*.",,,1,1,1,1,1
588,Admin Assistant,Germaxco Shipping Agencies Pte Ltd,sg.indeed.com/company/GERMAXCO-SHIPPING-AGENCIES-PTE-LTD/jobs/Admin-Assistant-36230edd66300a43?fccid=b86ba4346f1be246&vjs=3,Posted2 days ago,"$1,600 - $2,100 a month","Providing administrative support such as data entry, sorting and filing of documents.
Maintaining and ordering office supplies and inventories.",,,1,1,1,1,1
589,Accounts Assistant,E Tay Trading Company,sg.indeed.com/company/E-Tay-Trading-Company/jobs/Account-Assistant-0493c9bc34d954d3?fccid=9bf800a6e0e90bd4&vjs=3,Posted2 days ago,"$1,700 - $2,500 a month","Involve in general financial and administrative duties/support.
Relevant working experience is preferred but not a must.
Job Types: Full-time, Part-time.",,,1,1,1,1,1
590,Project Coordinator,AP Projects & Infrastructure Pte. Ltd.,sg.indeed.com/company/AP-Projects-&-Infrastructure-Pte.-Ltd./jobs/Project-Coordinator-f34ba46c84900a5d?fccid=25bfb3814e0856e2&vjs=3,Posted1 day ago,"$2,800 - $3,500 a month","Maintaining, preparing (with the guidance of the PM) and monitoring project plans, schedules, work hours, budgets and expenditure.",,,1,0,1,1,1
591,Junior Technician,"Agilent Technologies, Inc.",sg.indeed.com/rc/clk?jk=d831c52d6966bee4&fccid=314d6d2bfc9df32c&vjs=3,Posted4 days ago,,"May travel to customer sites occasionally to support field installations.
Assemble and test a variety of GC (Gas Chromatography system) mechanical and…",,,0,0,1,0,0
592,Administrative Assistant,BSG LANDSCAPE & CONSTRUCTION PTE. LTD.,sg.indeed.com/rc/clk?jk=365f1ee02e06c091&fccid=f5f875ec67baf6b4&vjs=3,Posted4 days ago,"$2,200 - $2,850 a month","Handling accounts payable and accounts receivable.
Handling project schedule, submission of schedule of work done (SoWd) & monthly project photos or reports.",,,1,1,1,1,1
593,Front Desk Executive/Administrator,Clarity Singapore Limited,sg.indeed.com/company/Clarity-Singapore-Limited/jobs/Front-Desk-Executive-Administrator-0d50da6de3883a2c?fccid=6381e516988e3837&vjs=3,Posted2 days ago,"$2,300 - $3,000 a month","Service planning/process improvement as required.
Manage external stakeholders such as referral agencies, community partners, and the general public.",,,1,0,1,1,1
594,CUSTOMER SERVICE OFFICER,Spacio Beauty,sg.indeed.com/rc/clk?jk=96c629b230f12448&fccid=ff72fb4da9d04e8c&vjs=3,Posted30+ days ago,,"Ensure all customers’ issues reported are resolved effectively and promptly.
Handling the daily appointment booking customers and providing quality service to…",,,0,0,0,0,0
595,Human Resource Assistant,Kwong Wai Shiu Hospital,sg.indeed.com/rc/clk?jk=fab758c52b2ed945&fccid=36416a9fdbe0c746&vjs=3,Posted30+ days ago,," Coordinate and assist in recruitment activities.
 Manage employees’ personal records.
 Handle work pass applications, renewals, cancellations and appeals.",,,1,1,1,1,0
596,Administrative Clerk,YI FA TECHNOLOGY CONSTRUCTION PTE. LTD.,sg.indeed.com/rc/clk?jk=84a4695addf0ee37&fccid=21d8fa1b0035b46f&vjs=3,Posted3 days ago,"$2,500 - $3,300 a month","Facilitating the daily administrative and HR matters.
Office general administration including filing, mailing and correspondence.
Book SIC for foreign workers.",,,1,1,1,1,1
597,Gym Associate,GYMMBOXX PTE. LTD.,sg.indeed.com/company/GYMMBOXX-PTE.-LTD./jobs/Gym-Associate-5e893e7cc947267d?fccid=f51f1c785193bb2d&vjs=3,EmployerActive 5 days ago,"$1,800 - $2,200 a month",The incumbent will be responsible for taking charge of the gym’s operations while ensuring high standards of customer satisfaction.,,,1,1,1,1,1
598,Dental Assistant/Receptionist,43 JALAN MERAH SAGA,sg.indeed.com/company/MyBracesClinic-Pte-Ltd/jobs/Dental-Assistant-Receptionist-ed2bd46d6e9a7524?fccid=0dfee0b8059f343e&vjs=3,Posted8 days ago,"$1,700 - $3,000 a month","Build relationships with patients and walk with them through their smile journey.
Support our awesome clinical crew so that they can deliver their best work…",,,1,1,1,1,1
599,Inside Sales Coordinator,Future Electronics (Inc) Distribution Pte Ltd,sg.indeed.com/company/Future-Electronics/jobs/Inside-Sales-Coordinator-762a3c981933764e?fccid=e607579958a87d3f&vjs=3,EmployerActive 2 days ago,"$2,300 - $3,500 a month","Assist the Sales team to manage customer's requirement and lead-time per order, such as process and follow through with customer's request for sample through…",,,1,0,1,1,0
600,Technical Support Engineer,Polaris Science,sg.indeed.com/rc/clk?jk=1fca9148249f6286&fccid=49c3592efc5ebf54&vjs=3,Posted8 days ago,,"Perform installation & training, maintenance and support for the R&D equipment.
Perform regular maintenance/ service jobs and prepare service reports.",,,1,0,1,1,0
601,ADMINISTRATOR,ENCE Marketing Group Pte Ltd,sg.indeed.com/rc/clk?jk=522fe1fa602c953e&fccid=6edc228ee38c764f&vjs=3,Posted30+ days ago,,"Scanning and filing of documentations, helping the company with general letter writing and correspondence.
None required as long as you are a keen worker with a…",,,0,0,0,0,0
602,Personal Assistant (Part Time),ABOVE & BEYOND PARTNERS,sg.indeed.com/company/ABOVE-&-BEYOND-PARTNERS/jobs/Personal-Assistant-f8beec99de360c1f?fccid=bfc5573f222b9eab&vjs=3,EmployerActive 3 days ago,"$2,400 - $3,600 a month","Minimum A Levels, Local Diploma or Degree in any field.
Managing diaries and organising meetings and appointments, often controlling access to the manager…",,,1,0,1,1,0
603,Asst. Land Survey,YJP SURVEYORS PTE LTD,sg.indeed.com/rc/clk?jk=7680f7ff58efec24&fccid=cc72222a368bff39&vjs=3,Posted7 days ago,"$1,700 - $2,000 a month","Assist and support surveyors in field surveys.
Conduct on-field survey and record measurements.
Coordinate with other surveyors on field survey activities.",,,0,0,0,0,0
604,Admin Assistant(Cashier duties),UNI-TAT ICE & MARKETING PTE LTD,sg.indeed.com/rc/clk?jk=78b798688d7d41bb&fccid=1d0677c8aec9ff9e&vjs=3,Posted8 days ago,"$1,800 - $2,500 a month","Attend to walk in customers·.
Reconcile bank records with system records.
Data entry and filing of documents.
Able to work on weekends(5 day work week).",,,1,1,1,1,1
605,Retail Assistant (Full-time),PramWash Pte Ltd.,sg.indeed.com/rc/clk?jk=aa465e8c8b40aea3&fccid=899369f90b235593&vjs=3,Posted10 days ago,"$2,500 - $3,000 a month","5 DAYS includes 2 weekends.
Staff Benefits: annual leave, child care leave and medical benefits.
Work as retail assistant and cleaning specialist when necessary…",,,0,0,1,1,0
606,Laundry Factory Supervisor (Night-Team),PIING (PTE.) LTD.,sg.indeed.com/rc/clk?jk=163ec17c39466263&fccid=1e005df648a2ab80&vjs=3,Posted10 days ago,"$3,000 - $4,000 a month","To manage laundry plant staff.
To oversee recruitment of new laundry plant staff.
To set daily / weekly KPI and targets.",,,1,1,1,1,0
607,Reception Agent,RAFFLES,sg.indeed.com/rc/clk?jk=7b9653e38e3ad9e6&fccid=e52a8045d312f049&vjs=3,Posted15 days ago,,"Program pembelajaran melalui Akademi kami dan peluang untuk memperoleh kualifikasi saat Anda bekerja.
Kemampuan untuk membuat perbedaan dalam komunitas lokal…",,,1,0,1,1,1
608,CUSTOMER SERVICE,SkyGrilles,sg.indeed.com/rc/clk?jk=d886e619f9fc8a39&fccid=79b5fab440115319&vjs=3,Posted30+ days ago,,"Preparation / submission of quotations and pro-actively follow-up on quote status.
Ability to conduct price negotiations, product offering and technical advises…",,,0,0,0,0,0
609,CASHIER / BAR,DRAGON PEPPERS PTE. LTD.,sg.indeed.com/rc/clk?jk=08431812006ba3e6&fccid=dd616958bd9ddc12&vjs=3,Posted1 day ago,"$2,200 - $2,400 a month","Taking food orders for those sitting and ensuring these orders get communicated to the kitchen staff.
When it comes to taking orders during a busy period, one…",,,0,0,0,0,0
610,Barista (Full Time / Part Time),The Coffee Bean & Tea Leaf,sg.indeed.com/rc/clk?jk=3296b91c8754da11&fccid=789e0e7ba28f2485&vjs=3,Posted30+ days ago,,"Take orders, prepare and serve food and beverages to customers.
Do routine cleaning and maintain cleanliness in the store.
Clean and hygienic in food handling.",,,0,0,0,0,0
611,Personal Driver,JointHire Singapore Pte Ltd,sg.indeed.com/rc/clk?jk=af4f984ee9d6250b&fccid=b5f4afb42fb7a3e3&vjs=3,Posted7 days ago,"$30,000 - $46,800 a year",5:15pm (but need to start 7:00am or 7:30am to pick up MD from his apartment)- Car park at office or MD???s apartment- Good driving records with min 2 years…,,,0,0,0,0,0
612,Admin Assistant,Pursuit Careers Pte Ltd,sg.indeed.com/company/Pursuit-Careers-Pte-Ltd/jobs/Admin-Assistant-7fe31e8b3a4fe184?fccid=6c373c639a314ab6&vjs=3,EmployerActive 2 days ago,"$2,600 a month","Mon - Fri 9-6 pm.
Coordinate and assist in the daily administration duties.
Ensure documentation and fillings are done in a proper manner.",,,1,1,1,1,1
613,Admin Clerk,ABV TECHNOLOGY PTE LTD,sg.indeed.com/rc/clk?jk=3efeff35ed3928cf&fccid=c80d34d92c6b22a7&vjs=3,Posted1 day ago,"$1,900 - $2,300 a month","Perform checking and processing of field data.
Coordinate with site personnel and other related to ensure timely and accurate presentation of reports.",,,0,0,0,0,0
614,Class 3 or 4 Driver Wanted!!!,,sg.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AbLEAfUJ_8-EnULjJ15l1k6LfB5RD9Ew3x4SlXgqMri9ZK2vd_WcOQKkrYzbGkGA5LyuYY9wzMjWHH4yP-6tDVCI_tjRy1uo3XLQaNMF6vnJtvMWehxNkm0onIA3f6IMUA4P8f3GoIJB8Nw8_nn2UicuZe2y85aodY4hwcthqiNpk1jqdHh1lvMXmcLNlqLK728_xkoYzcbQz0wUnrI-KTYIqecP5sX7CzfeoaEu0NXweDiM8OGxJ2LDtwpYPrfTKw-NKx-RFsUGJrnOE810GmFTSLLWBNQmuOrObVA9Wv9owtvR3Yy1EQ6PWfukAovDihYvt3bPKszPqY-LDT4rV4fdhX6ZAEwrP2-bFiuiszaHIIj1-vTlpfxfTnkDyf8HluL-NKOZCS_HFSDlQ7EhcwsNL8Rs8fZd05JzihW5UZEIcOHJKu11adfqjVrS3rshu072DHUEZG2rVy7djq3CbX057J2gZVovJEAlZ2Qt7s2kzGdeRsvBS2uVgKnEQZMd1YvmVYjGgYbr3nUo_4lhyN5HoCXj256oMzoUhay2V5xsZ-20fRLo0ARB8d0nN0GTsp9wjlHZFP1L7Dg74Bl-DuVW7pYV8jj6nhj3zLwL_zZBkf5AoOGKSgJtn3sapv10VO-OWk9a8pQDXl9nCVTcQj&p=9&fvj=0&vjs=3,Posted30+ days ago,"$2,000 - $2,800 a month","Able to start work immediately or within short notice.
Ensure all deliveries are completed on time.
To maintain the delivery vehicle's cleanliness.",,,0,0,0,0,0
615,Trainee Operator,STOLTHAVEN SINGAPORE PTE. LTD.,sg.indeed.com/rc/clk?jk=560ea2b34bfcf195&fccid=1f5e78a14ff0e4fd&vjs=3,PostedJust posted,"$1,400 - $2,800 a month","Be familiarized with chemical and liquefied gas products handling and the terminal operating system in the Control Room, tank pits and jetty.",,,1,1,1,1,0
616,Purchase clerk,MEC ENGINEERING PRIVATE LIMITED,sg.indeed.com/rc/clk?jk=60e5dc43415ac342&fccid=86abddb040e04ee4&vjs=3,Posted8 days ago,"$2,500 - $3,500 a month","Match purchase order, delivery orders and invoice and prepare for invoicing.
Ensure goods are delivered to site on time.",,,0,0,0,0,0
617,Logistics Controller,LIKOK LOGISTICS PTE. LTD.,sg.indeed.com/company/Likok-Logistics-Pte-Ltd/jobs/Logistic-Controller-f04110ee64defcbe?fccid=805fa73a428a72a1&vjs=3,EmployerActive 3 days ago,"$8,000 a month","Provide support and assistant to Managing Director.
Deploy job orders and route planning.
Making sure all jobs are completed and completed within the time frame…",,,0,0,0,0,0
618,TEA BARISTA,BAWANGCHAJI (S) PTE. LTD.,sg.indeed.com/rc/clk?jk=683212243ff92d6c&fccid=b5a8ec2117a2da51&vjs=3,Posted4 days ago,"$1,700 - $2,500 a month","Able to commence work immediate or within short notice.
Promoting and recommending products/beverages options to customers.
Clean and hygienic in food handling.",,,0,0,0,0,0
619,Logistics Assistant,YISHION Singapore Pte Ltd,sg.indeed.com/company/YISHION-Singapore-Pte-Ltd/jobs/Logistic-Assistant-4735b0ddad53434d?fccid=e22da6fe381801a2&vjs=3,EmployerActive 1 day ago,"$1,900 - $2,400 a month","The logistics assistant will be responsible for ensuring inventory is processed, organized, and stored.
The logistics assistant will also include re-package,…",,,1,1,1,1,1
620,Architectural Coordinator,Teambuild Engineering & Construction Pte Ltd,,Posted30+ days ago,,"Good technical & communication skills to interact with people at all levels on site.
Responsible for the effective completion of Architectural Works within…",,,1,0,1,1,1
621,FOOT REFLEXOLOGIST,ASIA PACIFIC MANPOWER PTE. LTD.,,Posted7 days ago,"$2,800 - $3,500 a month","Ensuring clean, safe and well-organized shop.
Assisting with keeping linens clean and tidy, and replacing them between sessions.",,,0,0,0,0,0
622,FOOT REFLEXOLOGY THERAPIST,57 EMPLOYMENT AGENCY PTE. LTD.,,Posted2 days ago,"$2,300 - $3,300 a month","Attending and participating in meetings and training sessions.
Ability to be discreet with client information.
Keep documentation and maintain clients’ files.",,,0,0,0,0,0
623,Preschool Teacher (English/Chinese/Malay/Tamil),Skool4kidz,,Posted30+ days ago,,"Provide a safe and engaging classroom environment that promotes learning, and builds confidence and creativity in children.",,,0,0,0,0,0
624,COU COU HOTPOT Kitchen Crew / Kitchen Assistant / Kitchen He...,XIABUXIABU CATERING MANAGEMENT (SINGAPORE) PTE....,,Posted3 days ago,"$3,000 - $3,500 a month",Singapore first Coucou outlet will be opening in Suntec City this year end bringing another selection for diner who come in to the mall to dine and shop.,,,0,0,0,0,0
625,Digital Marketing Intern,SURGE ADVERTISING PRIVATE LIMITED,,PostedToday,"$1,600 a month",You will be proficient in devising marketing strategies to help clients earn higher profit margins and learn how to be competent in acquiring customers locally…,,,1,0,1,1,0
626,Desktop Support Engineer,Glomatriz Technologies,,EmployerActive 18 days ago,"$2,000 - $2,200 a month","Provide IT technical onsite support for end user services problem which includes identification, diagnosis, rectification and escalation.",,,0,0,1,1,0
627,SAFETY COORDINATORS,Shimizu Singapore,,Posted30+ days ago,,"Possess relevant Certificates (e.g. Certificate in Safety Coordinators Training Course).
Minimum 5 years’ relevant experience.",,,0,0,0,0,0
628,Supermarket Assistant,Isetan (Singapore) Limited,,Posted30+ days ago,,"Able to work 2 rotating shift including weekends.
Human Resource Department, Monday to Friday (2.00 pm to 5.00 pm).",,,1,1,1,1,1
629,Operations Supervisor (Retail Hour / 5 Days) (Up to 3.5K),SEARCH INDEX PTE. LTD.,,Posted6 days ago,"$2,500 - $3,500 a month","Salary drawn for each past & current employment.
Oversee the daily operations and to lead the Team.
Oversee and monitor ticketing sales device status.",,,1,1,1,1,1
630,Administration Officer,Ryan Koh & Associates,,EmployerActive 2 days ago,"$2,500 - $5,000 a month","Must have citizenship in Singapore.
Possess a Local Diploma Certificate or higher.
Assist with quotations for clients.
Assist with enquiries from clients.",,,1,1,1,1,1
631,IT Helpdesk Agents,thatz,,Posted30+ days ago,,"IT savvy and proficient in Internet and Email applications.
As a single point of contact, you shall provide the first call resolution through telephone, e-mails…",,,1,0,1,1,1
632,Inventory Assistant,LAND EQUIPMENT PTE LTD,,Posted4 days ago,"$2,000 - $2,800 a month","Required language : Simple English (written & spoken).
Assisting the supervisor day to day operations in the workshop.",,,1,1,1,1,1
633,Junior Events Executive,Erudite Solutions,,Posted22 days ago,"$3,500 - $4,500 a month","Leading and managing a campaign for the client assigned to you.
Content creation for our MNC clients.
Comfortable interacting with people on a daily basis.",,,1,1,1,1,1
634,Admin Assistant,FUREN INTERNATIONAL SCHOOL,,EmployerActive 1 day ago,"$2,000 - $2,500 a month","Microsoft Office: 1 year (Preferred).
Monday to Friday (7am-4pm,7.30am-4.30pm, 8am-5pm, 8.30am-5.30pm).
Open to candidate that can commit Full-Time ONLY.",,,1,1,1,1,1
635,Retail Assistant,MUMMYS MARKET PTE. LTD.,sg.indeed.com/company/Mummys-Market/jobs/Retail-Assistant-2fd1ba740a4ed9d7?fccid=97a9817a5146e853&vjs=3,EmployerActive 2 days ago,"$1,700 - $1,800 a month","Retail Sales: 1 year (Preferred).
Maintain a positive, empathetic and professional attitude toward customers at all times.
Job Types: Full-time, Permanent.",,,1,1,1,1,1
636,"Materials Coordinator, ASIA",BBC STUDIOS SINGAPORE PRIVATE LIMITED,sg.indeed.com/rc/clk?jk=11bcfa5f542586a8&fccid=993c22906af058f7&vjs=3,Posted3 days ago,"$3,800 - $4,600 a month","Ensure the highest levels of communication resolution of delays, issues or rejections, and swift escalation if required.
BBC WORLDWIDE CHANNELS (SINGAPORE) PTE.",,,1,0,1,1,1
637,Accounts Assistant,Modern Concrete Drill Cut ( Singapore) Pte Ltd,sg.indeed.com/company/Modern-Concrete-Drill-Cut/jobs/Account-Assistant-95e8518c79175590?fccid=de284682a91052c3&vjs=3,Posted3 days ago,"$2,500 - $3,000 a month","To manage day to day operations of the accounts department.
To manage accounts payable (bill payments, salaries, petty cash etc.).",,,1,1,1,1,1
638,Site Engineer (Civil),Hwee Mene Building Construction Pte Ltd,sg.indeed.com/company/Hwee-Mene-Building-Construction/jobs/Site-Engineer-553dc4643e43e643?fccid=3c33b32baebcb7cc&vjs=3,EmployerActive 1 day ago,"$2,300 - $3,500 a month","Kindly send in your resumes with Photo.
Job Types: Full-time, Permanent.
All to wear mask and have a safe distancing.",,,1,1,1,1,0
639,Health Attendants,SINGAPORE CHRISTIAN HOME,sg.indeed.com/rc/clk?jk=ba18da40b35e1338&fccid=f9aa3a63553d1e87&vjs=3,Posted30+ days ago,,"Completed at least primary school education.
Depending on the experience and qualification, may be assigned to general.",,,0,0,0,0,0
